num,sum(qty)
P928CDP,82
OCG0503,40
OCG0140,116
P934CDP,4
P935CDP,0
P937CDP,0
OCG0423,38
8100358,5
8100359,10
OCG0143,80
P904CDP,16
P969CDP,71
P900CDP,0
8100360,12
OCG0141,94
OCG0860,20
R582038ONZ,72
P922CDP,0
P921CDP,13
P920CDP,61
8100361,24
OCG0278,8
P980CDP,28
R34376ONZ,30
OCG0447,30
8100362,10
P987CDP,149
OCG0208,65
8100363,12
OCG0448,22
P975CDP,1
OCG0335,0
P1031CDP,19
8100364,1
R31348ONZ,10
8100365,10
P1036CDP,0
OCG0046,64
8100367,12
R31463ONZ,141
R31634ONZ,32
P1040CDP,0
P1051CDP,0
R55202ONZ,7
P1045CDP,46
OCG0315,0
8100368,5
OCG0809,44
R31336SNZ,8
R981779ONZ,86
8100385,8
OCG0111,97
R981019ONZ,88
OCG0344,38
8100383,12
R31571ONZ,142
8100382,12
R31589ONZ,90
R31357ONZ,53
R31075ONZ,6
OCG0298,10
8100381,11
R31542SNZ,5
R31603SNZ,1
OCG0360,4
8100380,0
8100379,12
R781109ONZ,40
OCG0376,42
R31061ONZ,2
OCG0100,4
OCG0799,4
R31635ONZ,143
R55160SNZ,20
R31445ONZ,30
R31444ONZ,29
OCG0311,119
8100378,9
OCG0336,26
8100377,5
OCG0212,30
R31425SNZ,2
OCG0210,29
R55120ONZ,0
OCG0203,46
8100376,27
OCG0373,40
8100375,11
OCG0252,38
8100374,47
R3218SNZ,12
8100373,7
8100372,18
OCG0419,14
R31245ONZ,122
8100371,9
8100391,6
R981421ONZ,1
8100390,8
R980984ONZ,25
OCG0226,0
8100389,12
OCG0211,30
R54161SNZ,44
R31479ONZ,20
R31250SNZ,38
R31347ONZ,338
8100388,3
OCG0096,50
R31545SNZ,24
R53001ONZ,104
R54161ONZ,160
8100387,1
8100386,10
OCG0251,22
OCG0297,100
OCG0292,30
R31463SNZ,56
8100392,10
8100393,19
OCG0242,81
R31418SCB,30
OCG0270,22
8100394,8
R31446SNZ,32
R31306SCB,195
R31348SCB,0
8100395,8
R31463SCB,91
8100398,6
R31349ONZ,48
R31464SCB,86
R31314SCB,155
R55069SNZ,119
R31050SCB,199
8100399,12
OCG0266,15
R31356SCB,11
8100405,6
R31427SCB,212
R31523SCB,9
R31522SCB,11
8100404,10
R5396SCB,240
R53001SCB,190
OCG0271,24
R31339SCB,28
R53010SCB,122
8100403,8
R5399SCB,424
R31340SCB,14
R55151SNZ,24
R3295SCB,364
R34208ONZ,22
R31294SCB,4
R53012SNZ,82
R31275SCB,469
8100402,7
OCG0248,2
R31316SCB,254
8100401,10
R31315SCB,240
R31329SCB,108
OCG0097,44
R53022ONZ,137
8100406,5
R3295ONZ,396
R54074SNZ,53
8100407,14
R54124SNZ,15
R31311ONZ,748
R31403SCB,9
8100408,4
R53043SNZ,1
R55080ONZ,141
8100409,23
R55094ONZ,8
R5115SCB,287
AFN0325,8
AFN0333,26
OCG0301,26
R5360SCB,22
8100410,12
AFN0369,10
OCG0302,26
R31567SCB,0
8100411,6
AFN0370,28
OCG0144,4
AFN0503,226
OCG0260,60
R53000ONZ,2
AFN0505,27
R31202ONZ,0
8100415,12
AFN0506,9
R31396SCB,8
R55093ONZ,257
R31304ONZ,150
R55174ONZ,24
AFN0529,24
AFN0530,8
OCG0274,60
8100413,9
AFN0473,19
8100412,24
R5356ONZ,40
AFN0476,37
AFN0477,374
R5396ONZ,16
R31042SCB,2
AFN0484,23
OCG0396,4
OCG0236,28
R5119SCB,148
AFN0374,38
OCG0237,29
AFN0376,29
R31401ONZ,77
R5118SCB,156
R55178ONZ,538
8100446,6
R31488ONZ,117
R55174SCB,287
8100445,12
R55178SCB,194
8100444,8
OCG0283,26
AFN0383,347
OCG0247,4
R55085SCB,152
AFN0391,27
AFN0396,20
R55157SCB,38
R55108SCB,20
AFN0409,26
8100443,18
R55163SCB,16
AFN0412,12
AFN0413,25
R53043ONZ,414
8100442,4
OCG0197,0
AFN0436,19
AFN0440,20
R55072SCB,224
AFN0459,27
8100441,8
AFN0461,12
R31457ONZ,46
OCG0195,4
R55097SCB,1152
AFN0464,47
OCG0280,26
8100435,9
AFN0470,28
R55150SCB,330
AFN0471,26
R55151SCB,326
AFN0572,40
AFN0579,46
8100436,11
R55054SCB,643
OCG0267,16
AFN0580,30
R54125SNZ,78
AFN0584,30
R53010ONZ,18
OCG0263,10
AFN0588,39
AFN0598,68
OCG0189,0
R54017OCB,0
8100439,7
OCG0168,39
R31455ONZ,130
AFN0600,20
AFN0606,0
AFN0601,21
R31275ONZ,774
OCG0872,108
AFN0610,26
8100440,12
OCG0862,95
AFN0627,85
R31372ONZ,550
R31555ONZ,0
AFN0619,27
OCG0109,26
AFN0618,23
AFN0617,40
8100434,3
AFN0613,24
R31084ONZ,58
R31244ONZ,38
AFN0571,29
R55054SNZ,506
AFN0564,48
AFN0563,29
8100433,3
8100432,6
AFN0562,20
8100431,6
AFN0560,59
R31243ONZ,127
AFN0558,39
8100430,7
R31057ONZ,46
R31283ONZ,12
AFN0556,6
8100429,12
AFN0540,11
OCG0137,240
R31306ONZ,18
AFN0536,1
8100423,8
AFN0532,12
R31464ONZ,14
AFN0635,19
8100424,3
R31550ONZ,6
R31418ONZ,110
8100425,5
OCG0282,36
R31569ONZ,0
R31389ONZ,25
8100426,2
R31050ONZ,277
8100427,0
OCG0255,26
8100428,2
OCG0281,40
8100422,8
R31337ONZ,802
OCG0131,56
8100421,11
OCG0277,42
OCG0261,52
8100420,8
OCG0250,46
R31315ONZ,386
8100419,20
R31316ONZ,12
8100418,6
AFN0636,10
R31261ONZ,59
AFN0641,46
R31392ONZ,49
AFN0647,10
AFN0648,24
R31314ONZ,20
R54160SCB,61
R31277ONZ,36
R31542ONZ,418
8100452,19
R31312ONZ,114
OCG0223,30
OCG0782,116
8100451,7
8100450,6
OCG0214,68
8100449,10
OCG0822,116
OCG0217,18
8100448,6
8100447,12
R31512ONZ,49
OCG0826,147
8100453,1
OCG0087,142
8100455,12
R31356ONZ,12
OCG0103,48
OCG0632,28
R31244SCB,64
8100457,3
8100458,14
R54124ONZ,65
OCG0319,0
OCG0633,22
R31601ONZ,345
R31420ONZ,1187
8100463,8
OCG0619,20
OCG0216,32
R31553ONZ,183
8100461,2
OCG0620,22
R53062ONZ,4
R53061ONZ,44
OCG0207,0
R31438SNZ,74
R54088ONZ,104
8100464,12
OCG0221,36
8100465,0
R34409SCB,5
8100466,23
R31509ONZ,118
OCG0229,168
8100467,3
8100468,4
R31367ONZ,77
R31491SCB,56
8100469,26
OCG0179,232
OCG0253,14
8100474,1
OCG0187,230
8100473,10
8100472,14
8100471,7
8100470,2
8100502,0
R34395SNZ,32
R31611SNZ,76
OCG1007,0
R34295ONZ,28
8100501,52
R31158ONZ,33
8100499,24
R31483ONZ,387
8100498,2
R31434ONZ,664
OCG0022,41
R34175SCB,15
R34254ONZ,0
OCG0329,0
R34269ONZ,8
8100493,4
R31482ONZ,288
R31521ONZ,26
R31510ONZ,18
R34255SCB,55
8100495,19
R31491ONZ,28
AFN0650,19
R31505ONZ,2004
AFN0652,65
8100496,10
AFN0658,47
R31429ONZ,2
AFN0659,22
8100497,10
AFN0720,29
OCG0071,36
AFN0721,67
AFN0722,26
8100491,10
OCG0284,38
AFN0723,24
8100490,0
AFN0704,24
OCG0088,28
8100489,16
AFN0707,26
AFN0709,27
8100488,6
R34173ONZ,104
AFN0710,22
R31412ONZ,302
AFN0661,26
AFN0664,48
R34422ONZ,1
AFN0665,10
R34370ONZ,0
AFN0666,36
R31433ONZ,2
AFN0667B,48
OCG0157,34
AFN0670,28
8100486,0
AFN0674B,3
OCG0328,0
AFN0677,30
8100480,16
AFN0679,15
AFN0680,22
AFN0683,5
8100481,11
8100482,8
OCG0182,43
OCG0333,109
8100483,37
AFN0687,62
R5399ONZ,324
R31416ONZ,88
AFN0699,466
R31368ONZ,10
AFN0700,10
OCG0337,42
8100485,0
AFN0748,26
8100479,10
AFN0749,42
8100478,11
AFN0750,47
R31043ONZ,140
OCG0779,16
OCG0838,12
8100477,9
OCG0276,185
R31247ONZ,225
AFN0751,46
OCG0863,2
AFN0754,30
8100476,9
R31600SNZ,152
AFN0757,42
OCG0275,32
R34203ONZ,32
8100475,0
8100508,22
AFN0758,27
AFN0760,17
AFN0762,21
AFN0775,48
AFN0774,28
AFN0771,22
AFN0770,38
AFN0768,62
AFN0746,28
AFN0741,20
AFN0733,25
AFN0732,10
AFN0731,18
R31308ONZ,2
R31163ONZ,82
R982008SNZ,98
AFN0730,13
R31269ONZ,21
AFN0729,52
AFN0728,50
AFN0727,39
AFN0726,66
OCG0370,8
AFN0777,27
R31151ONZ,8
R31058ONZ,41
AFN0779,6
8100507,18
8100506,4
AFN0781,138
8100505,5
AFN0782,7
8100504,9
OCG0215,8
R31294ONZ,61
OCG0867,110
R31437SNZ,80
AFN0803,25
OCG0149,20
R31197ONZ,4
8100510,14
AFN0804,138
8100503,7
R31554ONZ,20
AFN0805,38
AFN0806,34
8100512,9
R31267ONZ,16
AFN0813,25
8100513,0
8100514,15
AFN0816,27
8100519,3
8100518,0
8100517,0
AFN0819,24
8100516,14
AFN0820,65
AFN0822,0
8100515,26
R31336ONZ,200
OCG0160,220
AFN0830,23
AFN0829,10
8100524,3
AFN0828,1
AFN0824,32
R981165SNZ,64
8100523,5
R31329ONZ,51
AFN0823,7
AFN0801,48
OCG0522,28
AFN0799,48
OCG0228,96
AFN0798,27
8100522,44
AFN0795,10
OCG0108,295
R31543ONZ,285
AFN0794,10
R31571SNZ,122
OCG0231,36
R31421ONZ,20
AFN0790,20
AFN0791,198
AFN0792,374
R31382ONZ,0
8100521,6
AFN0793,141
AFN0831,25
AFN0835,17
AFN0837,24
R54117SCB,4
AFN0838,23
AFN0840M,47
OCG0317,1
8100529,32
AFN0841,15
AFN0843,185
8100528,17
AFN0844,13
AFN0847,23
AFN0848,25
8100526,0
AFN0881,199
AFN0882,254
8100525,10
R55070SCB,0
8100562,0
OCG0090,22
8100561,8
R54071ONZ,0
8100560,12
OCG0074,52
8100559,6
AFN0883,397
R54072ONZ,2
AFN0884,0
8100558,6
R981050SNZ,42
AFN0876,32
AFN0875,15
AFN0874,18
8100557,6
AFN0873,40
AFN0872,20
R31400SNZ,44
AFN0871,21
AFN0857,15
R31325ONZ,320
8100551,6
AFN0856,322
OCG0518,24
AFN0853,34
AFN0850,26
R31477ONZ,24
AFN0858,10
OCG0020,44
R31435ONZ,216
8100552,9
R980969SNZ,90
8100553,6
AFN0859,21
8100554,6
8100555,3
8100556,5
R54160ONZ,41
AFN0864,37
AFN0865,72
8100545,10
AFN0867,9
R31425ONZ,19
R54121ONZ,2
AFN0869,44
AFN0870,25
8100546,8
8100547,28
AFN0908,15
8100548,4
AFN0909,41
AFN0912,14
8100549,10
R31363ONZ,566
8100550,6
AFN0913,445
R31366ONZ,10
AFN0920,28
AFN0921,21
AFN0922,14
8100542,12
AFN0923,4
8100541,4
AFN0934,248
AFN0931,54
AFN0930,18
R31469ONZ,186
8100540,11
AFN0929,39
AFN0928,26
AFN0904,24
8100531,19
AFN0898,0
8100532,25
AFN0897,48
AFN0892,10
R31270CCB,1
8100533,10
AFN0886,12
AFN0888,0
8100535,0
AFN0889,22
AFN0891,45
AFN0935,182
AFN0937,23
8100536,0
AFN0939,7
AFN0940,48
8100538,6
AFN0945,170
AFN0946,33
AFN0947,23
8100568,11
AFN0948,0
AFN0952,2
AFN0953,21
AFN0997,38
8100567,6
AFN0998,22
AFN0999,189
8100566,6
AFN0989,25
8100565,6
AFN0987,19
8100564,6
AFN0981,29
AFN0961,12
R31539ONZ,23
AFN0960,14
AFN0957,37
AFN0956,1
AFN0954,6
AFN0970,15
AFN0969,73
AFN0965,31
R31468ONZ,330
AFN0963,19
8100569,12
R34064ONZ,95
AFN0962,20
8100570,9
8100571,12
AFN0976,0
8100572,12
R31440ONZ,217
AFN1019,22
AFN1020,21
8100574,4
AFN1022,20
8100580,6
8100579,12
AFN1030,26
8100578,30
8100577,6
8100576,4
8100575,6
AFN1033,13
AFN1035,21
AFN1036,19
AFN1037,22
8100581,0
AFN1038,25
8100582,5
AFN1039,17
8100583,9
AFN1044,55
AFN1041,141
AFN1040,57
AFN1015,75
AFN1014,54
AFN1009,19
AFN1001,35
AFN1004,3
8100584,11
AFN1007,19
AFN1008,25
AFN1051,22
8100585,1
AFN1053,15
AFN1055,14
8100586,19
AFN1056,64
AFN1057,10
AFN1058,41
AFN1060,3
AFN1061,1
8100591,10
AFN1067,22
AFN1068,45
AFN1103,56
8100590,10
AFN1104,47
AFN1107,44
AFN1100,0
8100588,0
AFN1093,22
AFN1075,225
AFN1074,31
8100587,0
AFN1073,17
AFN1071,38
AFN1070,33
8100620,12
AFN1079,47
8100619,2
AFN1080,40
AFN1081,5
AFN1083,16
AFN1088,0
AFN1090,20
AFN1091,23
8100617,9
8100616,8
AFN1149,25
8100610,11
AFN1156,24
8100611,2
8100612,4
8100613,0
AFN1159,376
8100614,3
AFN1160,158
AFN1161,0
AFN1169,44
AFN1170,124
AFN1171,21
AFN1172,1
8100609,36
R31493SCB,106
R54044SCB,0
R54047SCB,18
R34303SCB,72
8100606,15
R53048SCB,0
8100605,12
AFN1186,24
8100604,21
AFN1180,20
AFN1179,24
8100598,3
AFN1129,19
AFN1124,28
AFN1123,33
AFN1122,26
AFN1121,24
8100600,28
8100601,18
AFN1118,32
AFN1119,22
AFN1120,20
8100602,5
AFN1188,6
AFN1192,386
8100603,32
R53007SCB,40
8100597,7
AFN1195,27
AFN1204,21
8100596,6
R31499SCB,80
AFN1259,0
8100595,5
AFN1264,132
8100594,4
AFN1316,17
AFN1317,44
AFN1325,27
AFN1309,0
AFN1308,3
AFN1305,8
8100625,4
AFN1278,13
AFN1277,27
8100624,5
8100623,0
8100622,39
R55155SCB,20
8100621,13
R31526SCB,118
8100627,6
R31422SCB,14
8100628,6
8100629,0
AFN1275,230
R31546SCB,16
AFN1274,13
8100630,5
8100631,6
AFN1279,4
AFN1287,33
R31531SCB,104
8100637,4
8100636,0
8100635,15
AFN1295,70
AFN1296,1
R31460SCB,4
8100634,11
R31548SCB,18
AFN1301,11
AFN1302,0
8100633,6
8100632,6
R55133SCB,1118
R31495SCB,12
8100638,2
8100639,9
8100640,6
8100641,12
R31438SCB,12
8100643,35
8100650,34
8100649,0
8100648,26
8100647,5
8100646,5
8100644,3
AFN1328,13
AFN1329,19
AFN1331,21
AFN1332,5
AFN1378,14
AFN1381,18
AFN1384,21
AFN1372,42
AFN1371,43
AFN1362,21
AFN1340,9
AFN1339,16
AFN1337,2
AFN1334,8
AFN1333,38
AFN1341,19
AFN1345,7
AFN1346,0
AFN1347,9
AFN1351,22
AFN1352,18
AFN1357,21
AFN1358,30
AFN1361,6
AFN1408,43
AFN1412,12
AFN1415,38
AFN1422,0
AFN1430,0
AFN1442,48
AFN1453,14
AFN1451,0
AFN1447,25
AFN1446,48
AFN1406,69
AFN1404,22
AFN1403,47
AFN1394,8
AFN1396,15
AFN1399,40
AFN1463,29
AFN1465,4
AFN1467,2
AFN1468,9
AFN1479,36
AFN1490,21
AFN1498,0
AFN1585,0
AFN1592,0
AFN1602,13
AFN1565,0
AFN1564,40
AFN1563,41
AFN1510,18
AFN1509,2
AFN1540,31
AFN1548,46
AFN1554,36
AFN1557,48
AFN1558,48
AFN1559,47
AFN1562,3
AFN1631,40
AFN1633,37
AFN1636,23
AFN1646,72
AFN1647,10
AFN1653,3
AFN1654,0
AFN1666,48
AFN1663,35
AFN1658,46
AFN1657,39
AFN1656,21
AFN1630,20
AFN1628,35
AFN1618,38
AFN1608,42
AFN1609,44
AFN1610,27
AFN1611,0
AFN1675,47
AFN1680,1
AFN1686,48
R31387SNZ,0
8100651,8
8100652,10
8100653,0
R54012SCB,2
R55150SNZ,40
R34180SCB,1
R31428SNZ,20
AFN1687,28
AFN1691,9
AFN1693,37
AFN1697,74
R53001SNZ,56
AFN1746,35
8100654,2
8100655,9
AFN1754,46
R31299SCB,28
8100656,4
AFN1760,40
R31232SCB,2
8100657,24
8100658,9
R31554SNZ,18
8100660,10
R34203SNZ,0
R34265SCB,1
8100661,2
8100662,30
8100663,8
R34414SCB,100
8100664,9
8100666,7
R31172SCB,42
R34272SCB,22
R31253SCB,44
8100667,5
8100686,10
R5485SCB,15
R34212SCB,15
R34210SCB,4
8100676,12
R31287SCB,4
8100678,0
R31333SCB,44
8100679,27
R31291SCB,2
8100680,9
R31361SCB,2
8100683,6
R5356SCB,32
R5373SCB,4
8100675,8
R34395SCB,34
R31052SCB,3
8100672,5
R31393SCB,6
R34368SCB,34
8100671,5
R31383SCB,2
R31057SCB,29
8100670,5
8100669,7
8100668,7
R54006SCB,6
R34491SCB,50
R31497SCB,50
R3464SCB,20
R31391SCB,8
R31386SCB,10
R31377SCB,10
AFN1761,0
R5397SCB,6
AFN1771,65
AFN1762,26
AFN1774,30
AFN1775,2
AFN1779,51
AFN1816,18
R55131SCB,54
AFN1818S,30
R34101SNZ,0
R53008SCB,22
AFN1819,97
AFN1821,82
AFN1814,20
R31056SCB,142
R31250SCB,4
R34422SCB,14
AFN1811,1
AFN1810,43
AFN1809,29
AFN1793,5
R53026SNZ,72
R53022SNZ,19
R31437SCB,20
AFN1791,21
R34143SNZ,18
AFN1790,49
R55038SNZ,41
R31591SCB,32
R31541SCB,6
AFN1784,33
AFN1783,70
AFN1794,69
AFN1795,78
AFN1796,106
AFN1800,15
AFN1801,32
AFN1802,17
AFN1803,43
AFN1805,53
AFN1808,31
AFN1840,48
AFN1841,48
R31417SCB,20
AFN1846,0
R5484SCB,2
R54118SCB,10
R31452SCB,40
R31416SCB,16
R31340SNZ,2
AFN1852,42
R53013SCB,16
R31453SCB,36
R5371SNZ,18
R55169SCB,2
R55047SNZ,94
AFN1853,46
R31480SCB,90
R53021SNZ,0
R53027SNZ,32
AFN1854,47
AFN1865,88
AFN1864,37
AFN1860,47
AFN1855,22
AFN1839,36
R53062SCB,3
AFN1835,47
R34023SCB,45
AFN1826,40
AFN1828,32
R54112SCB,26
AFN1830,47
R54079SCB,90
AFN1866,97
R55060SCB,4
R54172SCB,0
R54087SCB,0
R54173SCB,12
AFN1871,32
AFN1872,12
R54132SCB,10
AFN1874,74
R55074SCB,40
AFN1875,87
R55095SCB,32
AFN1877,46
AFN1878,0
AFN1886,84
AFN1892,9
AFN1893,19
AFN1968,48
AFN1956,48
R55012SCB,44
R55057SNZ,0
AFN1971,38
R55011SCB,6
AFN1977,50
AFN2018,45
R54036SCB,18
AFN1954,0
R55177SCB,11
AFN1936,42
AFN1934,56
AFN1924,40
AFN1923,95
AFN1898,91
AFN1896,5
AFN1895,17
R54108SCB,4
AFN1901,62
AFN1903,45
R55079SCB,9
R31624SCB,4
AFN1913,3
AFN1912,0
AFN1910,47
AFN1914,40
R55066SCB,402
AFN1915,42
R55084SCB,240
AFN1917,79
AFN1921,56
AFN2074,10
AFN2076,127
AFN2089,99
AFN2081,41
R55127SCB,5
AFN2065,29
AFN2050,46
AFN2049,41
AFN2045,11
R55160SCB,75
AFN2042,36
R31440SCB,190
R31373SCB,254
AFN2025,93
AFN2032,60
AFN2037,142
AFN2038,29
R55148SCB,156
R34390SCB,150
R34100SCB,5
R34317SCB,20
R31247SCB,126
R31509SCB,2
R55069SCB,86
R55112SCB,20
R31326SCB,42
R31554SCB,50
R55125SCB,228
R31434SCB,642
R31542SCB,152
R31433SCB,231
R34203SCB,111
R31555SCB,70
R31273SCB,8
R31337SCB,348
R31465SCB,56
R31336SCB,68
R5375SCB,30
R5362SCB,2
R31583SCB,58
R31387SCB,241
R31543SCB,132
R31421SCB,10
R31362SCB,2
R3287SCB,236
R31520SCB,52
R31450SCB,3
R31322SCB,24
R582034SCB,351
R31635SCB,134
R31179SCB,40
R31147SCB,20
R981165SCB,18
R3296SCB,30
R31626SCB,110
R31318SCB,92
R31603SCB,392
R31585SCB,0
R981199SCB,24
R980981SCB,24
R31648SCB,28
R54199SCB,100
R54198SCB,43
R982104SCB,20
R781769SCB,38
R981065SCB,6
R34445SCB,54
R34444SCB,30
R34330SCB,32
R980984SCB,6
R981957SCB,30
R34342SCB,0
R54089ONZ,92
R34507SCB,46
R781109SCB,60
R981773SCB,2
R31595SCB,14
R982073SCB,0
R54172ONZ,6
R981956SCB,0
R981503SCB,152
R981779SCB,52
R31427ONZ,4
R981019SCB,24
R982044SCB,0
R681939SCB,76
R53004ONZ,208
R53036ONZ,693
R31312SCB,348
R54122ONZ,22
R55074ONZ,16
R54123ONZ,1011
R31270SCB,541
R31149OCB,0
R31317SCB,48
R31455SCB,212
R31257SCB,1474
R53044ONZ,40
R53038SCB,1373
R53036SCB,439
R34409ONZ,30
R53043SCB,266
R31360SCB,2
R31457SCB,20
R31266SCB,72
R31446SCB,85
R3291SCB,50
R31392SCB,32
R31261SCB,6
R31389SCB,16
R31268SCB,26
R31512SCB,323
R31375SCB,209
R31277SCB,32
R31038SCB,108
R31311SCB,194
R31245SCB,35
R31347SCB,358
R54102CCB,2
R54141ONZ,43
OCG0569,411
R31584ONZ,59
OCG0139,2
KEYCHAIN,5400
R31414ONZ,7
AFN1101,2
R31270ONZ,658
R31375ONZ,19
R31257ONZ,948
AFN1455,0
R982008ONZ,84
R681955ONZ,18
R55194SNZ,54
R982123ONZ,0
OCG0148,68
R31420SCB,453
R31357SCB,18
R34248ONZ,8
R31603ONZ,96
R31365SCB,305
AFN1303,12
R55099SNZ,36
R54062ONZ,4
R55122SNZ,14
R31326SNZ,108
R31208ONZ,26
R54107ONZ,0
R53071ONZ,11
R34362SNZ,76
R34386ONZ,18
R980969SCB,73
R34367SCB,42
R54176ONZ,9
OCG0870,50
R31528ONZ,0
R31529ONZ,26
OCG0490,259
ROTORCLOCK,255
R55147SCB,136
R55126SCB,445
R31443ONZ,343
R34401ONZ,54
R31340ONZ,74
R31422ONZ,30
R53038ONZ,923
R54012ONZ,20
R31391ONZ,30
OCG0690,76
AFN1324,0
R55122ONZ,231
R31584SCB,122
R55099ONZ,52
R31533ONZ,119
R31387ONZ,3
OCG0830,61
R34180ONZ,4
R34361ONZ,95
P1602CDM,920
R31043SCB,47
R31601SCB,163
R31372SCB,234
AFN1711,38
R31441ONZ,46
R55159ONZ,786
OCG0169,4
OCG0500,44
R34366ONZ,67
AFN1729,52
MAXTHERMOS,204
R55073SCB,194
R31454ONZ,138
OCG0857,30
OCG0695,30
R55087SCB,146
R31158SCB,2
R44903SCB,22
R31318ONZ,53
R31295SCB,8
R45533SCB,16
R31302ONZ,28
R31291ONZ,34
R981787ONZ,128
OCG0296,0
R55184SCB,162
R31608ONZ,85
P1679CDM,343
P1508CDM,201
P1844CDM,86
R34299SNZ,28
OCG0165,60
R34347ONZ,9
R34349ONZ,534
R31511ONZ,16
R31323SCB,2
R5119ONZ,138
R53014SCB,4
OCG0864,30
R781099ONZ,206
OCG0241,115
R34220ONZ,95
OCG0694,352
OCG0434,31
R31349SCB,241
R55175SCB,26
R31424ONZ,6
R31436SCB,56
R31517SCB,14
R31302SCB,0
R982130ONZ,2
R582033ONZ,38
R981775ONZ,6
R782484ONZ,112
R55164ONZ,30
OCG0134,67
OCG1192,12
OCG1201,60
OCG1127,40
OCG1199,16
R31386ONZ,50
OCG1203,24
OCG1183,32
OCG1150,1
OCG0347,0
OCG1196,34
OCG1191,0
OCG1118,12
OCG0353,0
OCG1208,30
OCG0847,88
R31449SCB,4
R31589SCB,98
R31481ONZ,4
OCG0845,32
OCG0855,0
OCG0478,48
R31143ONZ,36
AFN1707,6
P687ACDM,0
OCG1123,116
R982125ONZ,66
OCG1126,68
OCG0915,32
R981620SCB,26
R582032SCB,24
R581999SCB,1
R782320ONZ,24
R982035ONZ,56
R781950ONZ,12
R582032ONZ,74
R34306ONZ,5
R53023ONZ,98
R31402ONZ,6
R34287ONZ,2
R582031ONZ,22
R45926ONZ,30
R31573SNZ,6
R44903SNZ,24
R781950SNZ,22
R981620ONZ,74
OCG1190,48
